date,0,1,OT
2016-07-01 02:00:00,0.23334402845475977,0.019898382292905692,1.213826847329528
2016-07-01 03:00:00,0.5184231053216406,0.49105000515064373,1.2713541353311302
2016-07-01 04:00:00,-0.7440805085879413,-0.8303983141362025,1.1045215485049096
2016-07-01 05:00:00,-1.8432927693131251,-1.0559873542759846,0.9965667014356141
2016-07-01 06:00:00,0.021755075561133375,-0.08079907292339412,0.8129724870520907
2016-07-01 07:00:00,1.7746255290883235,0.7651097658774964,0.3835043283293915
2016-07-01 08:00:00,0.060466865583705495,0.1908230760905133,1.1511976143620581
2016-07-01 09:00:00,0.5234379706313158,0.4396005741427588,1.0934555759268432
2016-07-01 10:00:00,-0.8323723261437966,-0.774103868695755,0.8952774136188435
2016-07-01 11:00:00,-0.28785926983486043,-0.02562115793087011,1.002892156407903
2016-07-01 12:00:00,0.7983991709044291,0.5190402765862294,0.7417929736081004
2016-07-01 13:00:00,-0.7036948336756288,-0.48635738333145684,0.8016982883561616
2016-07-01 14:00:00,-2.0471683760428436,-0.5762153950641593,-0.3851737228002601
2016-07-01 15:00:00,1.4268893354710526,0.9733922622225606,0.9186144223266791
2016-07-01 16:00:00,1.1117001056645304,1.015261353270696,1.2722976363418699
2016-07-01 17:00:00,0.009091236047112589,-0.08210576210426428,1.045681207366607
2016-07-01 18:00:00,0.8950917349276726,1.0606515494486894,1.8374398661161877
2016-07-01 19:00:00,-1.4580180606723407,-0.7948811903997429,0.5763871275539723
2016-07-01 20:00:00,0.8849640813704363,0.16728912041433797,0.9281649486406558
2016-07-01 21:00:00,0.9264755341127865,0.649065992048122,1.1489818707460537
2016-07-01 22:00:00,-2.137046086842465,-0.7520075432621018,0.17942376504850754
2016-07-01 23:00:00,1.6705061887449144,0.905866713094564,0.795923783766196
2016-07-02 00:00:00,-0.04233930677723857,0.11086657800222555,1.0634795013564844
2016-07-02 01:00:00,-0.685495820222433,-0.4094333266597937,0.8307349518855156
2016-07-02 02:00:00,-1.795402184316255,-0.9114206448348106,0.45539520844278036
2016-07-02 03:00:00,0.0337031211329346,-0.09755038424122392,0.9663591959938396
2016-07-02 04:00:00,1.3527854005549258,1.1902407373252644,1.6468605124999383
2016-07-02 05:00:00,1.1298606190537457,0.79978201950257,1.22615319673979
2016-07-02 06:00:00,-0.6097732262401534,-0.4805295709879944,0.7908949449608722
2016-07-02 07:00:00,-1.392286699876739,-1.1074988812289748,1.6163745721634486
2016-07-02 08:00:00,0.8328611451901361,1.3333383012772246,2.2327237116621386
2016-07-02 09:00:00,0.627732364455222,0.9630238990790089,1.7814549488013651
2016-07-02 10:00:00,0.4311012147279051,0.23130070994897553,1.1690476425627996
2016-07-02 11:00:00,-1.0677614015823655,-0.9494972193110536,1.5472848340715655
2016-07-02 12:00:00,0.6439730462143448,0.21610267991852739,0.8276760495877185
